t,Fx_pressure_N,Fx_viscous_N
2010.05,-27.76354,-37.8482
2010.07,-28.9527,-37.80369
2010.09,-28.76723,-37.76434
2010.11,-29.22287,-37.71967
2010.13,-29.72885,-37.67951
2010.15,-29.69186,-37.63911
2010.17,-29.90057,-37.61056
2010.18,-30.07321,-37.58559
2010.2,-30.68474,-37.55945
2010.22,-30.80006,-37.52768
2010.24,-32.04586,-37.47815
2010.26,-33.00932,-37.42987
2010.28,-33.90287,-37.38486
2010.29,-34.11347,-37.35785
2010.31,-34.84894,-37.33225
2010.33,-34.92173,-37.30148
2010.35,-35.29581,-37.27082
2010.37,-36.17854,-37.24054
2010.39,-36.91285,-37.20903
2010.41,-37.18901,-37.17724
2010.43,-37.54654,-37.1517
2010.44,-38.18834,-37.13641
2010.46,-38.49386,-37.12707
2010.48,-39.26614,-37.11517
2010.5,-39.45797,-37.09367
2010.52,-39.76825,-37.06156
2010.54,-40.32688,-37.02502
2010.56,-40.859,-36.98227
